POIID,POIName,Telno,Address,X,Y,Yunlin_Town,Source,FaxNo,OP_DAY,OP_TIME,SpecialStore_Kind,廁所,ANKER,ATM,BEAMS DESIGN,BEAMS DESIGN專區,CITY系列熱燕麥飲,EC自助取件,K·Seren,Mister Donut甜甜圈,OPEN Bar,OPEN iECO循環杯,OPEN! PLAZA專櫃,OPEN! STORE,Watts均一價59元,gogoro,ibon,ibon WiFi,不可思議咖啡,停車場,冷凍交貨便,千禧血壓站,博客來,原賞熱壓土司,哈燒,嚴選素材冷凍鮮物,天素地蔬,天素地蔬複合店,寵物生活專區,座位區,思樂冰,所長茶葉蛋,拋棄式隱形眼鏡,特選咖啡,現烤地瓜,現萃茶,現蒸地瓜,瓜地馬拉豆,甜點專櫃,生鮮蔬菜,精品咖啡,精品威士忌咖啡,精品秤重散糖,糖果屋,美妝,自助微波,茶BAR(多元複合),蒸玉米,蒸食機,藥商執照(快篩試劑),行動電源租賃,超值酒藏,酷聖石霜淇淋,雪淋霜霜淇淋,霹靂DVD,饗喫鍋,高效智慧回收機,黃金滷蛋,Store_URL
258191,虎興北,(05)6327478,雲林縣虎尾鎮永興北三路125號,120.421884,23.742666,虎尾鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6327396,,24H,,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,
243454,金湖村,(05)7970271,雲林縣口湖鄉中正路32.34號1樓,120.149344,23.57518,口湖鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)7970131,,24H,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,
870870,長旺,(05)6993428,雲林縣東勢鄉東勢東路84號,120.254961,23.674894,東勢鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6993426,,24H,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,
153766,保庄,(05)5372683,雲林縣斗六市明德北路三段285號,120.53055,23.709099,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5373078,,24H,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,
253912,保長,(05)5360729,雲林縣斗六市雲林路二段76號1樓,120.534492,23.705377,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5338756,,24H,,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,
284466,奕維,(05)5968903,雲林縣斗南鎮興國路35.37號1樓,120.480276,23.668184,斗南鎮,7-ELEVEN E-Map / EMapSDK SearchStore,,,06:00 ~ 23:59,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,
971568,後安,(05)6930182,雲林縣麥寮鄉後安村後安路201之13號,120.235679,23.787788,麥寮鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6930434,,24H,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,
922027,春流,(05)5575671,雲林縣斗六市梅林里梅林路446號1樓,120.596012,23.703428,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5572607,,24H,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,
250810,星月,(05)7990065,雲林縣口湖鄉福安路26-3號,120.162053,23.618599,口湖鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)7990105,,24H,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,
968816,星光,(05)5867224,雲林縣西螺鎮公正路15號,120.463055,23.794413,西螺鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5869427,,24H,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,
234092,星旺,(05)7852280,雲林縣水林鄉土厝村王厝寮3-6號,120.260087,23.569972,水林鄉,7-ELEVEN E-Map / EMapSDK SearchStore,,,06:00 ~ 23:59,,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,
238049,星鑫,(05)7993396,雲林縣口湖鄉崙東村中山路96-6號,120.165079,23.617997,口湖鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)7993400,,06:00 ~ 23:59,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,
259585,科村,(05)5517270,雲林縣斗六市科邨一路236號,120.534978,23.739176,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,,,24H,,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,
112558,夏恩,(05)6330135,雲林縣虎尾鎮立仁里復興路137號,120.428712,23.707695,虎尾鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6334769,,24H,,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,
210177,庫中,(05)6620050,雲林縣土庫鎮復興路92號,120.390091,23.682456,土庫鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6628135,,24H,,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,
260091,庫高,(05)6626447,雲林縣土庫鎮建國路33-1號,120.397782,23.67933,土庫鎮,7-ELEVEN E-Map / EMapSDK SearchStore,,,24H,,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,
128634,真嘉,(05)5974106,雲林縣斗南鎮南昌西路1號,120.475704,23.67238,斗南鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5972804,,24H,,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,
901684,馬光,(05)6656300,雲林縣土庫鎮南平里馬光路69號,120.356684,23.705497,土庫鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6657401,,24H,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,
242613,高南,(05)6320068,雲林縣虎尾鎮科園路180號,120.409359,23.726888,虎尾鎮,7-ELEVEN E-Map / EMapSDK SearchStore,,,24H,,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,
114808,晟安,(05)5712839,雲林縣莿桐鄉饒平村饒平路2之2號,120.521632,23.777093,莿桐鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5712872,,24H,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,
227946,晟家,(05)5517906,雲林縣斗六市長安西路1之5號,120.533388,23.733866,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5518200,,24H,,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,
121828,晟泰,(05)6365446,雲林縣虎尾鎮光復路521號,120.430794638886,23.712838278454697,虎尾鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6314637,,24H,,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,
971096,晟業,(05)5518278,雲林縣斗六市萬年路592號,120.552469716841,23.7310903438662,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5517486,,24H,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,
234254,晟樂,(05)5964531,雲林縣斗南鎮延平路一段261號,120.480429,23.689494,斗南鎮,7-ELEVEN E-Map / EMapSDK SearchStore,,,24H,,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,
972505,崙中,(05)6961671,雲林縣崙背鄉南陽村中山路489號,120.347717,23.761771,崙背鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6967037,,24H,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,
952545,崙多,(05)6963416,雲林縣崙背鄉東明村正義路194號,120.356865,23.761292,崙背鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6961841,,24H,,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,
871839,崙背,(05)6960475,雲林縣崙背鄉南光路3號,120.353306,23.759298,崙背鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6960489,,24H,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,
259068,崙峰,(05)5221971,雲林縣斗六市仁義路37號,120.538962,23.682308,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,,,24H,,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,
257969,御豪,(05)6320972,雲林縣虎尾鎮新生路146號,120.4352,23.707023,虎尾鎮,7-ELEVEN E-Map / EMapSDK SearchStore,,,24H,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,
194907,頂豐,(05)5571941,雲林縣斗六市榴南里斗工十路62號,120.589665,23.713401,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,,,24H,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,
207562,麥中,(05)6939753,雲林縣麥寮鄉麥豐村中山路437巷1號,120.246194,23.750419,麥寮鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6939793,,24H,,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,
951922,麥鄉,(05)6937775,雲林縣麥寮鄉中興路78-3號,120.252146,23.752986,麥寮鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6930838,,24H,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,
273396,麥福,(05)6812960,雲林縣麥寮鄉台塑工業園區1號,120.213011,23.801189,麥寮鄉,7-ELEVEN E-Map / EMapSDK SearchStore,,、週六/日不營業,06:30 ~ 22:00,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
863551,麥寮,(05)6934538,雲林縣麥寮鄉麥津村中山路196號,120.256322,23.748619,麥寮鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6935180,,24H,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,
969060,麥豐,(05)6938623,雲林縣麥寮鄉新興路27之5號,120.251367,23.746105,麥寮鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6938814,,24H,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,
990466,凱瑄,(05)5962353,雲林縣斗南鎮西岐里大同路135號1樓,120.474739,23.67926,斗南鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5962437,,24H,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,
110611,富來,(05)5874084,雲林縣西螺鎮新豐里13鄰新社320-8號,120.446155646524,23.7864035353724,西螺鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5873533,,24H,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,
958635,富登,(05)6914014,雲林縣麥寮鄉仁德東路577號1樓,120.280044,23.795528,麥寮鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6911488,,24H,,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,
830698,富盟,(05)5336375,雲林縣斗六市文化路304號306號,120.552529,23.711521,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5362636,,24H,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,
963062,景雄,(05)5514863,雲林縣斗六市虎溪里西平路521號,120.525654,23.721447,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5515042,,24H,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,
189226,朝天宮,(05)7824873,雲林縣北港鎮東華里中山路150號,120.304738,23.567178,北港鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)7824905,,24H,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,
208886,湖東,(05)7894628,雲林縣口湖鄉中正路一段136號,120.184871,23.582791,口湖鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)7894860,,06:00 ~ 23:59,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,
943367,雲南,(05)5970835,雲林縣斗南鎮中興路160號,120.469039,23.677868,斗南鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5970548,,24H,,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,
199337,雲桐,(05)5850490,雲林縣莿桐鄉莿桐村中山路70號72號1樓,120.49988,23.756498,莿桐鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5848737,,24H,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,
170716,雲龍,(05)5377613,雲林縣斗六市龍潭路14-1號,120.529343,23.692121,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5362269,,24H,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,
197571,雲醫,(05)5337452,雲林縣斗六市雲林路二段627號,120.525095,23.698579,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5332085,,06:00 ~ 23:59,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,
252137,圓真,(05)6327941,雲林縣虎尾鎮信義路52號及三民路93號,120.437754,23.711109,虎尾鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6327269,,24H,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,
954297,新古坑,(05)5827582,雲林縣古坑鄉中山路201號,120.561913,23.646336,古坑鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5828748,,24H,,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,
115878,新台西,(05)6982903,雲林縣台西鄉海南村民族路16-7號1樓,120.19831,23.699471,,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6986640,,24H,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,
249577,新安慶,(05)6313445,雲林縣虎尾鎮民主路52-1號,120.432244640158,23.7025492425805,虎尾鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6331170,,06:00 ~ 23:59,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,
279383,新東立,(05)5362367,雲林縣斗六市成功路286號288號290號,120.55139,23.704966,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5361579,,24H,,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,
967525,新林內,(05)5899113,雲林縣林內鄉中正路373號375號,120.613312,23.755718,林內鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5898217,,24H,,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,
261854,新湖,(05)6321877,雲林縣虎尾鎮林森路二段475號,120.424793,23.698703,虎尾鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6325468,,24H,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,
982432,新莿桐,(05)5841479,雲林縣莿桐鄉莿桐村中正路62-2號,120.502064,23.757086,莿桐鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5849246,,24H,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,
233468,新德,(05)7839841,雲林縣北港鎮新德路78號,120.302949,23.586032,北港鎮,7-ELEVEN E-Map / EMapSDK SearchStore,(05)7835987,,24H,,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,
257626,義崙,(05)5980946,雲林縣二崙鄉中山路228號,120.410329,23.768763,二崙鄉,7-ELEVEN E-Map / EMapSDK SearchStore,,,06:00 ~ 23:59,,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,
277538,聖淳,(05)7874536,雲林縣四湖鄉四湖村15鄰環湖東路1號,120.225728,23.634235,四湖鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)7877180,,24H,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,
293655,榮家,(05)5361842,雲林縣斗六市林頭里榮譽路132號,120.5563,23.704382,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5361758,,24H,,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,
293884,榴中,(05)5574583,雲林縣斗六市中興路15號一樓,120.581961,23.723331,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,,,24H,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,
880567,福懋,(05)5576345,雲林縣斗六市石榴路196之1號,120.587218,23.725782,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5576348,,24H,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,
968229,福懋科,(05)5571842,雲林縣斗六市河南街319號,120.575959,23.712479,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5574108,,24H,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,
193292,福懋興,(05)5573400,雲林縣斗六市石榴路317號,120.588016,23.727302,斗六市,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5576443,,07:00 ~ 01:00,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,
241377,劍湖,(05)5821196,雲林縣古坑鄉永昌村永興路145號,120.549822,23.623881,古坑鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5827728,,24H,,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,
991920,廣濟,(05)5264860,雲林縣古坑鄉東和村廣濟路78號78之1號,120.569761,23.682899,古坑鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)5264811,,24H,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,
273709,褒忠,(05)6978101,雲林縣褒忠鄉中正路99號1樓,120.313357,23.695069,褒忠鄉,7-ELEVEN E-Map / EMapSDK SearchStore,(05)6978106,,24H,,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,
285023,褒旺,(05)6974287,雲林縣褒忠鄉中正路456之1號,120.305863,23.692545,褒忠鄉,7-ELEVEN E-Map / EMapSDK SearchStore,,,06:00 ~ 23:59,,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,
